Institution,Alt Course,RPI Course
MONROE COMMUNITY COLLEGE,CSC 101 INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING (4),CSCI 1100 COMPUTER SCIENCE I (4)
MONROE COMMUNITY COLLEGE,"CSC 103 INTRODUCTION TO DATA STRUCTURES (4)
CSC 223 COMPUTER PROGRAMMING - C++ (3)",CSCI 1200 DATA STRUCTURES (4)
MONROE COMMUNITY COLLEGE,"CSC 202 PROGRAMMING EMBEDDED MICROCONTROLLERS IN C AND ASSEMBLY (4)
CSC 206 DIGITAL COMPUTER ORGANIZATION (3)",CSCI 2500 COMPUTER ORGANIZATION (4)
MONROE COMMUNITY COLLEGE,ECO 101 INTRODUCTION TO ECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
MONROE COMMUNITY COLLEGE,ECO 103 PERSONAL MONEY MANAGEMENT (3),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,ELT 130 SYSTEM ELECTRICITY (3),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,ENG 101 COLLEGE COMPOSITION (3),WRIT 1110 WRITING IN CONTEXT (4)
MONROE COMMUNITY COLLEGE,ENG 105 INTRODUCTION TO LITERATURE (3),LITR 2110 INTRODUCTION TO LITERATURE (4)
MONROE COMMUNITY COLLEGE,ENG 251 TECHNICAL COMMUNICATION (3),WRIT 2000 WRITING ELECTIVE ()
MONROE COMMUNITY COLLEGE,ENR 153 MECHANICAL DESIGN AND PROTOTYPING (4),"ENGR 1300 ENGINEERING PROCESSES (1)
ENGR 2720 COMPUTER AIDED MACHINING (3)"
MONROE COMMUNITY COLLEGE,ENR 157 DIGITAL SYSTEMS (4),"ECSE 1010 INTRODUCTION TO ELECTRICAL, COMPUTER, AND SYSTEMS ENGINEERING (4)"
MONROE COMMUNITY COLLEGE,ENR 161 COMPUTING WITH EXCEL AND C (3),ENGR 1400 ENGINEERING COMMUNICATIONS (1)
MONROE COMMUNITY COLLEGE,ENR 251 STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
MONROE COMMUNITY COLLEGE,ENR 252 DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
MONROE COMMUNITY COLLEGE,ENR 253 CIRCUIT ANALYSIS 1 (4),ECSE 2010 ELECTRIC CIRCUITS (4)
MONROE COMMUNITY COLLEGE,ENR 256 MECHANICS OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
MONROE COMMUNITY COLLEGE,ENR 258 THERMODYNAMICS (3),MANE 2710 THERMODYNAMICS (3)
MONROE COMMUNITY COLLEGE,ENR 259 ENGINEERING DESIGN LAB (1),ENGR 2000 ENGINEERING ELECTIVE ()
MONROE COMMUNITY COLLEGE,ENR 261 MATLAB PROGRAMMING (3),MANE 2110 NUMERICAL METHODS AND PROGRAMMING FOR ENGINEERS (3)
MONROE COMMUNITY COLLEGE,HEG 215 GLOBAL HEALTH AND CULTURE (3),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,ITA 102 ELEMENTARY ITALIAN II (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
MONROE COMMUNITY COLLEGE,MTH 175 PRECALCULUS (4),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,MTH 210 CALCULUS I (4),MATH 1010 CALCULUS I (4)
MONROE COMMUNITY COLLEGE,"MTH 211 CALCULUS II (4)
MTH 212 CALCULUS III (4)
MTH 230 LINEAR ALGEBRA (4)","MATH 1020 CALCULUS II (4)
MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)"
MONROE COMMUNITY COLLEGE,"MTH 211 CALCULUS II (4)
MTH 212 CALCULUS III (4)","MATH 1020 CALCULUS II (4)
MATH 2011 MULTIVARIABLE CALCULUS (2)"
MONROE COMMUNITY COLLEGE,MTH 211 CALCULUS II (4),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,MTH 212 CALCULUS III (4),MATH 2011 MULTIVARIABLE CALCULUS (2)
MONROE COMMUNITY COLLEGE,MTH 220 DISCRETE MATHEMATICS (3),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
MONROE COMMUNITY COLLEGE,MTH 225 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
MONROE COMMUNITY COLLEGE,MTH 230 LINEAR ALGEBRA (4),MATH 2012 MATRIX ALGEBRA (2)
MONROE COMMUNITY COLLEGE,PEC 148 PHYSICAL FITNESS THEORY AND PRACTICE (2),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,PEC 253 STRESS MANAGEMENT (2),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,PHL 105 TECHNOLOGY AND VALUES (3),PHIL 1000 PHILOSOPHY ELECTIVE ()
MONROE COMMUNITY COLLEGE,PHY 145 COLLEGE PHYSICS I (4),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,PHY 146 COLLEGE PHYSICS II (4),NT NOT TRANSFERABLE
MONROE COMMUNITY COLLEGE,PHY 161 UNIVERSITY PHYSICS 1 (4),PHYS 1100 PHYSICS I (4)
MONROE COMMUNITY COLLEGE,PHY 261 UNIVERSITY PHYSICS II (4),PHYS 1200 PHYSICS II (4)
MONROE COMMUNITY COLLEGE,PSY 220 RESEARCH METHODS IN SOCIAL SCIENCES (3),PSYC 2310 RESEARCH METHODS AND STATISTICS I (4)
MONROE COMMUNITY COLLEGE,SOC 101 INTRODUCTION TO SOCIOLOGY (3),STSO 2520 SOCIOLOGY (4)
MONROE COMMUNITY COLLEGE,SPA 101 ELEMENTARY SPANISH I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
MONTANA STATE UNIVERSITY-BOZEMAN,PHSX 222 PHYSICS II WITH CALCULUS (4),PHYS 1200 PHYSICS II (4)
MONTCLAIR STATE UNIVERSITY,EAES 107 EARTH AND THE ENVIRONMENT (4),ERTH 1000 EARTH AND ENVIRONMENTAL SCIENCE ELECTIVE ()
MONTCLAIR STATE UNIVERSITY,EAES 160 THE HUMAN ENVIRONMENT (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
MONTCLAIR STATE UNIVERSITY,EAES 202 INTRODUCTION TO SUSTAINABILITY SCIENCE (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
MONTCLAIR STATE UNIVERSITY,MUGN 152 MUSIC IN FILM (3),ARTS 1000 ARTS ELECTIVE ()
MONTCLAIR STATE UNIVERSITY,PHYS 192 UNIVERSITY PHYSICS II (4),PHYS 1200 PHYSICS II (4)
MONTEREY PENINSULA COLLEGE,THEA 15A ACTING I (3),NT NOT TRANSFERABLE
MONTEREY PENINSULA COLLEGE,THEA 74A ACTING WORKSHOP – MUSICAL (1-3),NT NOT TRANSFERABLE
MONTEREY PENINSULA COLLEGE,THEA 77 ACTING WORKSHOP – ADVANCED MUSICAL (1-3),NT NOT TRANSFERABLE
MONTGOMERY COLLEGE,ASTR 101 INTRODUCTORY ASTRONOMY (4),"ASTR 1520 STARS, GALAXIES, AND THE COSMOS (4)"
MONTGOMERY COLLEGE,ENES 102 STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
MONTGOMERY COLLEGE,GDES 140 INTRODUCTION TO ANIMATION (4),"ARTS 1040 ART FOR INTERACTIVE MEDIA (4)
GSAS 1040 ART FOR INTERACTIVE MEDIA (4)"
MONTGOMERY COLLEGE,GDES 240 ANIMATION 2: 3-D MODELING (4),ARTS 2230 3D DIGITAL MODELING (4)
MONTGOMERY COLLEGE,MATH 282 DIFFERENTIAL EQUATIONS (3),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
MONTGOMERY COLLEGE,PHYS 262 GENERAL PHYSICS II: ELECTRICITY AND MAGNETISM (4),PHYS 1200 PHYSICS II (4)
MONTGOMERY COMMUNITY COLLEGE,PHY-151 COLLEGE PHYSICS I (4.00),NT NOT TRANSFERABLE
MONTGOMERY COMMUNITY COLLEGE,PHY-152 COLLEGE PHYSICS II (4.00),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,ART 111 DRAWING I (3),ARTS 1200 BASIC DRAWING (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 110 COMPUTER INFORMATION SYSTEMS FOR MANAGEMENT (3),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 111 COMPUTER SCIENCE I: PROGRAMMING AND CONCEPTS (3),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,"CIS 111B COMPUTER SCIENCE II: OBJECT-ORIENTED PROGRAMMING (3)
CIS 112 COMPUTER SCIENCE III: DATA STRUCTURES & ALGORITHMS (3)",CSCI 1100 COMPUTER SCIENCE I (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 114 WEB DESIGN AND DEVELOPMENT (3),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 126 COMPUTER ARCHITECTURE & ORGANIZATION (3),CSCI 2500 COMPUTER ORGANIZATION (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 170 INTRODUCTION TO NETWORKS (CISCO SEMESTER I) (3),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,CIS 245 DATABASE MANAGEMENT SYSTEMS USING SQL (3),CSCI 1000 COMPUTER SCIENCE ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,CMS 120 PUBLIC SPEAKING (3),WRIT 2340 SPEECH COMMUNICATION (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,EGR 102 INTRODUCTION TO ENGINEERING (3),ENGR 1000 ENGINEERING ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,EGR 111 ENGINEERING COMPUTATIONS (3),ENGR 1000 ENGINEERING ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,EGR 115 ENGINEERING GRAPHICS (3),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
MONTGOMERY COUNTY COMMUNITY COLLEGE,ENG 101 ENGLISH COMPOSITION I (3),WRIT 1000 WRITING ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,ENG 102 ENGLISH COMPOSITION II (3),WRIT 1000 WRITING ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,ENG 256 LITERATURE AND FILM (3),LITR 2000 LITERATURE ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,GER 101 ELEMENTARY GERMAN I (3),LANG 1000 FOREIGN LANGUAGES ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,HCP 104 HUMAN BODY IN HEALTH AND DISEASE (3),BIOL 1000 BIOLOGY ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,HIS 205 HISTORY OF THE UNITED STATES: FROM 1877 (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 125 DISCRETE MATHEMATICS (3),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 130 PROBABILITY AND STATISTICS (4),ENGR 2600 MODELING AND ANALYSIS OF UNCERTAINTY (3)
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 131 INTRODUCTION TO STATISTICS I (3),MGMT 2100 STATISTICAL METHODS (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 142 CALCULUS FOR BUSINESS AND SOCIAL SCIENCE (3),"MATH 1500 CALCULUS FOR ARCHITECTURE, MANAGEMENT, AND HASS (4)"
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 190 CALCULUS & ANALYTIC GEOMETRY I (4),MATH 1010 CALCULUS I (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 201 CALCULUS & ANALYTIC GEOMETRY II (4),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 220 LINEAR ALGEBRA (4),MATH 2012 MATRIX ALGEBRA (2)
MONTGOMERY COUNTY COMMUNITY COLLEGE,MAT 223 DIFFERENTIAL EQUATIONS (4),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,PHY 121 GENERAL PHYSICS I (4),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,PHY 122 GENERAL PHYSICS II (4),NT NOT TRANSFERABLE
MONTGOMERY COUNTY COMMUNITY COLLEGE,PHY 151 PRINCIPLES OF PHYSICS I (4),PHYS 1100 PHYSICS I (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,PHY 152 PRINCIPLES OF PHYSICS II (4),PHYS 1200 PHYSICS II (4)
MONTGOMERY COUNTY COMMUNITY COLLEGE,PSY 101 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
MOORPARK COLLEGE,CS M01 INTRODUCTION TO COMPUTER SCIENCE (3),CSCI 1100 COMPUTER SCIENCE I (4)
MOORPARK COLLEGE,MATH M25A CALCULUS WITH ANALYTIC GEOMETRY I (5),MATH 1010 CALCULUS I (4)
MOUNT SAINT MARY COLLEGE,"BIO 1130 BIOLOGICAL PRINCIPLES I (4)
BIO 1140 BIOLOGICAL PRINCIPLES II (4)","BIOL 1000 BIOLOGY ELECTIVE ()
BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
MOUNT SAINT MARY COLLEGE,BUS 1020 MARKETING PRINCIPLES (3),MGMT 2430 MARKETING PRINCIPLES (4)
MOUNT SAINT MARY COLLEGE,ECO 1000 PRINCIPLES OF ECONOMICS (3),ECON 1000 ECONOMICS ELECTIVE ()
MOUNT SAINT MARY COLLEGE,ENG 1010 COLLEGE WRITING (3),WRIT 1000 WRITING ELECTIVE ()
MOUNT SAINT MARY COLLEGE,ENG 1020 FORMS OF LITERATURE (3),LITR 1000 LITERATURE ELECTIVE ()
MOUNT SAINT MARY COLLEGE,MTH 2510 ANALYTICAL GEOMETRYCALCULUS I (4),MATH 1010 CALCULUS I (4)
MOUNT SAINT MARY COLLEGE,POS 2090 AMERICAN GOVERNMENT (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
MOUNT SAINT MARY COLLEGE,PSY 1010 GENERAL PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
MOUNT SAINT MARY COLLEGE,SOC 1010 INTRODUCTION TO SOCIOLOGY (3),STSO 2520 SOCIOLOGY (4)
MOUNT WACHUSETT COMMUNITY COLLEGE,ENG 101 COLLEGE WRITING I (3),WRIT 1000 WRITING ELECTIVE ()
MOUNT WACHUSETT COMMUNITY COLLEGE,ENG 102 COLLEGE WRITING II (3),WRIT 1000 WRITING ELECTIVE ()
MOUNT WACHUSETT COMMUNITY COLLEGE,PSY 105 INTRODUCTION TO PSYCHOLOGY (3),PSYC 1200 INTRODUCTION TO PSYCHOLOGICAL SCIENCE (4)
MOUNT WACHUSETT COMMUNITY COLLEGE,SOC 103 INTRODUCTION TO SOCIOLOGY (3),STSO 2520 SOCIOLOGY (4)
MT. SAN ANTONIO COLLEGE,ASTR 5 INTRODUCTION TO ASTRONOMY (3),ASTR 1000 ASTRONOMY ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,BU 5501 MARKETING FOR THE 21ST CENTURY (3),MGMT 2000 MANAGEMENT ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,BU 5601 FUNDAMENTALS OF MANAGEMENT (3),ENGR 1010 PROFESSIONAL DEVELOPMENT: GROUP DYNAMICS (1)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,CS 2007 COMMUNICATION HISTORY & THEORIES (3),COMM 2000 COMMUNICATION ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,CS 2008 FUNDAMENTALS OF RESEARCH (3),PSYC 2000 PSYCHOLOGY ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,DA 5000 APPLIED DRAWING (3),ARTS 1200 BASIC DRAWING (4)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,DM 3008 GENERATIVE ART (3),ARTS 2000 ARTS ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,DT 2005 LIGHTING AND RENDERING PIPELINE (3),GSAS 2000 GAMES SIMULATION ARTS AND SCIENCES ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,DT 2010 DIGITAL COMPOSITING (3),ARTS 2000 ARTS ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HG 1001 MIND AND MEANING (3),PSYC 1000 PSYCHOLOGY ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HG 3005 STATISTICS FOR PSYCHOLINGUISTICS (3),PSYC 2000 PSYCHOLOGY ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HG 3031 METHODS IN SOCIOLINGUISTICS (3),COGS 2000 COGNITIVE SCIENCE ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HH 1002 ASIA-PACIFIC IN GLOBAL HISTORY: PRE-1800 (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HH 1003 ASIA-PACIFIC IN GLOBAL HISTORY: FROM 1800 (3),STSO 1000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HH 1125 HISTORY & ARCHAEOLOGY: AN INTRODUCTION (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HH 3039 MARITIME ASIA IN THE LONGUE DUREE (3),STSO 2000 SCIENCE AND TECHNOLOGY STUDIES ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HP 2600 COGNITIVE PSYCHOLOGY (3),PSYC 4370 COGNITIVE PSYCHOLOGY (4)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HR 2001 INTRODUCTION TO THE HISTORIES OF SOUTHEAST ASIAN ART (3),ARTS 2000 ARTS ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HR 2010 INTRODUCTION TO MUSEUM STUDIES (3),ARTS 2000 ARTS ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HR 3006 20TH CENTURY SOUTHEAST ASIAN ART: BENIG MODERN (3),ARTS 2000 ARTS ELECTIVE ()
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,HY 3010 PHILOSOPHY OF SCIENCE (3),PHIL 4130 PHILOSOPHY OF SCIENCE (4)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,MA 1001 DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,MA 1008 INTRODUCTION TO COMPUTATIONAL THINKING (3),MANE 2110 NUMERICAL METHODS AND PROGRAMMING FOR ENGINEERS (3)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,MA 2013 CREATIVE THINKING & DESIGN (3),MANE 2220 INVENTOR’S STUDIO 1 (4)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,MA 3003 HEAT TRANSFER (3),MANE 4730 HEAT TRANSFER (3)
NANYANG TECHNOLOGICAL UNIVERSITY (NTU) - RPI STUDY ABROAD 3721,MA 5705 AIRCRAFT ELECTRICAL & ELECTRONICS CIRCUITS (3),ENGR 2300 ELECTRONIC INSTRUMENTATION (4)
NASHUA COMMUNITY COLLEGE,BIOL111N BASIC FLUMAN ANATOMY & PHYSIOLOGY (4),BIOL 1000 BIOLOGY ELECTIVE ()
NASHUA COMMUNITY COLLEGE,CHEM130N GENERAL CHEMISTRY I (4),CHEM 1100 CHEMISTRY I (4)
NASHUA COMMUNITY COLLEGE,CHEM131N GENERAL CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
NASHUA COMMUNITY COLLEGE,"MATH212N CALCULUS III (4)
MATH215N LINEAR ALGEBRA (4)",MATH 2010 MULTIVARIABLE CALCULUS AND MATRIX ALGEBRA (4)
NASHUA COMMUNITY COLLEGE,PHYS230N CALCULUS-BASED PHYSICS I (4),PHYS 1100 PHYSICS I (4)
NASSAU COMMUNITY COLLEGE,"BIO 109 GENERAL BIOLOGY I (4)
BIO 110 GENERAL BIOLOGY II (4)","BIOL 1010 INTRODUCTION TO BIOLOGY (3)
BIOL 1015 INTRODUCTION TO BIOLOGY LABORATORY (1)"
NASSAU COMMUNITY COLLEGE,CHE 132 COLLEGE CHEMISTRY II (4),CHEM 1200 CHEMISTRY II (4)
NASSAU COMMUNITY COLLEGE,CSC 120 COMPUTER SCIENCE I (4),CSCI 1100 COMPUTER SCIENCE I (4)
NASSAU COMMUNITY COLLEGE,ENS 101 GRAPHICS (1),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NASSAU COMMUNITY COLLEGE,ENS 103 ELEMENTARY ENGINEERING I (1),ENGR 1000 ENGINEERING ELECTIVE ()
NASSAU COMMUNITY COLLEGE,ENS 104 COMPUTATIONAL METHODS IN ENGINEERING (2),ENGR 1000 ENGINEERING ELECTIVE ()
NASSAU COMMUNITY COLLEGE,ENS 105 INTRODUCTION TO CAD (2),ENGR 1200 ENGINEERING GRAPHICS AND CAD (1)
NASSAU COMMUNITY COLLEGE,ENS 205 STATICS (3),ENGR 1100 INTRODUCTION TO ENGINEERING ANALYSIS (4)
NASSAU COMMUNITY COLLEGE,ENS 206 DYNAMICS (3),ENGR 2090 ENGINEERING DYNAMICS (4)
NASSAU COMMUNITY COLLEGE,ENS 207 MECHANICS OF MATERIALS (3),ENGR 2530 STRENGTH OF MATERIALS (4)
NASSAU COMMUNITY COLLEGE,ENS 225 ENGINEERING CIRCUIT ANALYSIS I (4),ECSE 2010 ELECTRIC CIRCUITS (4)
NASSAU COMMUNITY COLLEGE,ENS 226 ENGINEERING CIRCUIT ANALYSIS II (4),ECSE 2050 INTRODUCTION TO ELECTRONICS (4)
NASSAU COMMUNITY COLLEGE,ENS 230 ENGINEERING THERMODYNAMICS (3),MANE 2710 THERMODYNAMICS (3)
NASSAU COMMUNITY COLLEGE,MAT 234 ELEMENTARY DIFFERENTIAL EQUATIONS (3),MATH 2400 INTRODUCTION TO DIFFERENTIAL EQUATIONS (4)
NASSAU COMMUNITY COLLEGE,MAT 241 DISCRETE MATHEMATICAL STRUCTURES (3),CSCI 2200 FOUNDATIONS OF COMPUTER SCIENCE (4)
NASSAU COMMUNITY COLLEGE,PHY 152 PHYSICS SCIENCE AND MATH II (4),PHYS 1200 PHYSICS II (4)
NATIONAL AMERICAN UNIVERSITY-BELLEVUE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE WEST,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-AUSTIN,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-AUSTIN SOUTH,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-BURNSVILLE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-CENTENNIAL,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-COLORADO SPRINGS,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-COLORADO SPRINGS SOUTH,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-GARDEN CITY,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-GEORGETOWN,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-HOUSTON,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-INDIANAPOLIS,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-KILLEEN,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-LEE'S SUMMIT,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-LEWISVILLE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-MESQUITE,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-RICHARDSON,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-ROCHESTER,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
NATIONAL AMERICAN UNIVERSITY-TULSA,CI3140 SYSTEMS ARCHITECTURE (4.5),ECSE 2610 COMPUTER COMPONENTS AND OPERATIONS (4)
